id_notification,id_user,title,message,type,is_read,created_at
42,362,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2024-05-09
43,18,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2024-12-20
44,401,System Update,System Update: Please check your patient portal for details.,reminder,True,2025-01-26
45,820,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2024-03-22
46,217,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,True,2024-09-29
47,742,Health Tip,Health Tip: Please check your patient portal for details.,alert,True,2023-09-09
48,453,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2025-06-30
49,719,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2024-02-27
50,748,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2023-10-18
51,603,System Update,System Update: Please check your patient portal for details.,warning,True,2024-11-20
52,178,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2024-09-29
53,452,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2023-05-24
54,938,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2024-03-17
55,714,Health Tip,Health Tip: Please check your patient portal for details.,info,True,2024-12-17
56,571,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2025-06-06
57,326,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2024-07-28
58,408,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2023-06-18
59,316,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2025-12-28
60,975,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2025-08-24
61,986,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2024-03-31
62,814,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,True,2026-04-23
63,901,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2025-02-08
64,213,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,False,2025-11-26
65,676,System Update,System Update: Please check your patient portal for details.,reminder,False,2023-06-11
66,861,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2023-07-23
67,172,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,False,2026-01-14
68,651,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,True,2025-03-03
69,257,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2023-01-21
70,503,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2024-04-17
71,757,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2023-10-24
72,183,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2023-07-11
73,409,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,True,2025-11-21
74,897,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,False,2024-10-20
75,555,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2023-01-09
76,951,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,False,2025-09-27
77,961,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,False,2025-05-10
78,710,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,True,2025-04-02
79,501,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2024-03-30
80,497,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2024-11-11
81,936,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2025-04-07
82,115,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,True,2024-11-20
83,48,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,False,2025-05-23
84,92,Payment Due,Payment Due: Please check your patient portal for details.,reminder,True,2025-11-21
85,740,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,True,2023-04-07
86,862,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2024-12-09
87,429,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2025-10-13
88,556,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2024-01-05
89,558,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2026-03-10
90,893,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2024-10-13
91,1195,Payment Due,Payment Due: Please check your patient portal for details.,info,True,2023-01-11
92,138,Health Tip,Health Tip: Please check your patient portal for details.,warning,True,2025-11-17
93,1000,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2025-12-23
94,1130,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,True,2025-09-03
95,167,System Update,System Update: Please check your patient portal for details.,info,True,2026-02-18
96,217,System Update,System Update: Please check your patient portal for details.,alert,True,2023-07-17
97,847,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,True,2025-12-10
98,152,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2025-05-12
99,17,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2025-06-19
100,655,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2023-09-26
101,628,System Update,System Update: Please check your patient portal for details.,info,False,2023-09-21
102,1062,System Update,System Update: Please check your patient portal for details.,warning,True,2025-11-11
103,220,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2023-06-14
104,999,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,True,2024-02-27
105,171,System Update,System Update: Please check your patient portal for details.,alert,False,2026-03-12
106,504,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2023-10-09
107,1002,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2024-12-02
108,506,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,False,2023-05-09
109,191,Health Tip,Health Tip: Please check your patient portal for details.,warning,False,2025-06-14
110,869,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2024-03-15
111,225,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2023-07-15
112,676,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2023-12-19
113,1096,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2023-09-06
114,480,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,True,2024-02-18
115,581,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2024-09-29
116,852,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2025-07-02
117,618,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,False,2024-09-15
118,519,Health Tip,Health Tip: Please check your patient portal for details.,warning,True,2025-11-21
119,1001,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2023-09-18
120,676,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2024-07-26
121,82,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,True,2023-05-14
122,698,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2025-02-15
123,765,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,False,2025-05-06
124,1153,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2024-06-29
125,601,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,True,2024-04-12
126,631,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2024-05-03
127,1063,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2023-02-22
128,869,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2025-07-01
129,864,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2023-11-18
130,88,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2024-04-28
131,478,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2025-09-24
132,931,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,True,2023-03-10
133,1145,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2023-09-07
134,230,Health Tip,Health Tip: Please check your patient portal for details.,warning,True,2023-01-26
135,447,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,True,2024-11-17
136,1047,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,True,2025-09-21
137,406,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,True,2023-06-13
138,23,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2024-07-30
139,893,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2025-08-30
140,1042,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2025-12-13
141,1125,Health Tip,Health Tip: Please check your patient portal for details.,reminder,False,2025-10-22
142,1007,System Update,System Update: Please check your patient portal for details.,reminder,False,2026-04-04
143,978,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2023-06-27
144,939,System Update,System Update: Please check your patient portal for details.,reminder,False,2023-05-18
145,111,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2026-03-15
146,726,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2023-09-30
147,1011,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2025-12-01
148,872,Health Tip,Health Tip: Please check your patient portal for details.,reminder,True,2023-02-06
149,43,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2024-11-08
150,124,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,False,2023-10-14
151,536,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2023-12-11
152,81,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,False,2023-07-14
153,457,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2026-02-26
154,579,System Update,System Update: Please check your patient portal for details.,reminder,False,2025-06-14
155,109,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2023-03-04
156,1106,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2023-04-21
157,617,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2026-01-16
158,910,Payment Due,Payment Due: Please check your patient portal for details.,info,True,2026-03-08
159,919,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2023-11-08
160,233,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2024-10-19
161,828,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2023-09-04
162,706,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,False,2026-02-17
163,1181,System Update,System Update: Please check your patient portal for details.,reminder,True,2023-05-16
164,366,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,False,2026-03-27
165,88,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,True,2023-12-26
166,573,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2024-03-16
167,829,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2025-10-02
168,509,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,True,2024-09-04
169,306,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,False,2025-06-19
170,254,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2023-11-29
171,154,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,alert,False,2023-10-16
172,364,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,True,2025-10-10
173,279,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,True,2023-06-15
174,698,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,False,2023-02-10
175,1005,System Update,System Update: Please check your patient portal for details.,alert,True,2023-06-14
176,461,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,True,2024-07-16
177,798,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,False,2023-07-08
178,812,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2023-07-08
179,566,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2025-05-18
180,649,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2023-11-30
181,439,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2025-08-05
182,198,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,True,2023-05-15
183,1179,System Update,System Update: Please check your patient portal for details.,warning,True,2025-10-05
184,778,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,False,2023-01-24
185,3,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2026-03-28
186,869,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,False,2024-11-20
187,375,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,True,2023-01-01
188,22,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2025-05-10
189,588,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2026-05-07
190,180,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2025-11-12
191,997,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2023-01-16
192,430,System Update,System Update: Please check your patient portal for details.,warning,True,2025-02-13
193,1133,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2024-02-28
194,964,Test Results Ready,Test Results Ready: Please check your patient portal for details.,reminder,False,2025-12-24
195,754,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,False,2025-03-02
196,665,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,True,2024-06-17
197,858,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,True,2025-10-31
198,229,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2023-12-21
199,709,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,True,2024-06-13
200,156,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2025-03-16
201,627,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2026-03-17
202,576,Test Results Ready,Test Results Ready: Please check your patient portal for details.,reminder,False,2024-04-20
203,201,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2025-05-14
204,364,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,False,2025-06-16
205,878,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,True,2025-10-25
206,122,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,True,2023-04-11
207,296,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,False,2024-07-12
208,232,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,False,2025-09-06
209,501,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2025-11-01
210,401,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2026-02-08
211,1050,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2024-12-08
212,1051,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2026-02-15
213,889,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2024-12-14
214,370,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2023-03-18
215,1006,System Update,System Update: Please check your patient portal for details.,warning,False,2026-01-17
216,1005,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,True,2023-08-22
217,1188,System Update,System Update: Please check your patient portal for details.,info,False,2025-11-23
218,524,System Update,System Update: Please check your patient portal for details.,alert,True,2024-02-08
219,428,Follow-up Required,Follow-up Required: Please check your patient portal for details.,warning,False,2023-04-28
220,1109,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2023-11-12
221,837,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2023-04-26
222,921,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2025-06-28
223,1103,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2025-09-14
224,155,Health Tip,Health Tip: Please check your patient portal for details.,info,True,2025-01-04
225,1181,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,False,2025-10-23
226,1176,System Update,System Update: Please check your patient portal for details.,warning,True,2023-03-09
227,741,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2023-03-29
228,870,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,True,2025-03-05
229,241,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,True,2023-11-07
230,573,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2024-01-20
231,798,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2023-08-16
232,1099,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2024-03-09
233,290,System Update,System Update: Please check your patient portal for details.,reminder,True,2025-03-30
234,488,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,True,2024-06-25
235,957,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2025-09-01
236,302,Payment Due,Payment Due: Please check your patient portal for details.,reminder,True,2023-01-24
237,953,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,reminder,True,2025-11-06
238,727,Health Tip,Health Tip: Please check your patient portal for details.,info,True,2026-03-31
239,1047,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2024-07-02
240,642,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2024-07-01
241,59,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,True,2024-12-07
242,999,Test Results Ready,Test Results Ready: Please check your patient portal for details.,reminder,True,2024-08-10
243,659,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,False,2026-03-03
244,803,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2025-10-19
245,1176,System Update,System Update: Please check your patient portal for details.,alert,False,2023-10-19
246,307,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2024-09-21
247,776,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2024-04-30
248,70,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2023-01-23
249,279,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,True,2025-09-02
250,860,System Update,System Update: Please check your patient portal for details.,alert,False,2026-02-27
251,499,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2023-08-10
252,517,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2026-05-02
253,21,Lab Results Available,Lab Results Available: Please check your patient portal for details.,alert,True,2023-11-14
254,77,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,reminder,True,2023-04-22
255,52,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2025-01-19
256,1085,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,True,2023-10-22
257,530,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,False,2025-06-12
258,694,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,True,2023-09-18
259,197,Follow-up Required,Follow-up Required: Please check your patient portal for details.,reminder,False,2023-06-21
260,389,System Update,System Update: Please check your patient portal for details.,reminder,True,2025-07-04
261,824,System Update,System Update: Please check your patient portal for details.,warning,True,2023-04-17
262,489,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2025-06-07
263,1196,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2023-01-28
264,716,Payment Due,Payment Due: Please check your patient portal for details.,reminder,True,2023-01-27
265,884,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2023-05-11
266,288,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2023-03-26
267,1030,Lab Results Available,Lab Results Available: Please check your patient portal for details.,info,False,2024-01-26
268,51,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2023-05-22
269,565,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,False,2025-11-29
270,1194,System Update,System Update: Please check your patient portal for details.,alert,True,2025-10-31
271,1181,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,True,2026-02-05
272,588,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,True,2023-06-03
273,1030,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2025-02-24
274,107,Health Tip,Health Tip: Please check your patient portal for details.,warning,True,2026-03-15
275,197,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,True,2024-06-21
276,1119,Test Results Ready,Test Results Ready: Please check your patient portal for details.,alert,False,2024-06-23
277,1130,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,False,2023-02-01
278,496,Health Tip,Health Tip: Please check your patient portal for details.,alert,False,2024-09-22
279,941,Lab Results Available,Lab Results Available: Please check your patient portal for details.,warning,False,2023-04-16
280,764,Follow-up Required,Follow-up Required: Please check your patient portal for details.,alert,False,2025-12-20
281,967,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,False,2025-02-18
282,314,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,info,True,2025-01-30
283,804,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,reminder,False,2025-03-12
284,222,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,True,2023-10-11
285,453,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2025-03-19
286,768,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2025-01-07
287,60,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,False,2025-02-02
288,938,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2026-01-06
289,1177,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,alert,True,2026-04-10
290,198,System Update,System Update: Please check your patient portal for details.,reminder,False,2024-06-29
291,463,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,warning,True,2024-01-26
292,667,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,info,False,2023-02-07
293,256,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,warning,False,2025-05-15
294,558,New Message from Doctor,New Message from Doctor: Please check your patient portal for details.,info,False,2024-01-19
295,515,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,warning,True,2023-07-26
296,153,System Update,System Update: Please check your patient portal for details.,info,True,2025-06-13
297,854,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2025-07-10
298,394,Health Tip,Health Tip: Please check your patient portal for details.,info,True,2024-05-25
299,16,System Update,System Update: Please check your patient portal for details.,warning,True,2024-06-22
300,758,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,warning,False,2025-12-29
301,27,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2024-03-20
302,402,Prescription Renewal,Prescription Renewal: Please check your patient portal for details.,alert,False,2023-11-11
303,747,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2026-02-05
304,805,Payment Due,Payment Due: Please check your patient portal for details.,info,False,2026-02-08
305,84,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,info,False,2026-02-13
306,1180,Test Results Ready,Test Results Ready: Please check your patient portal for details.,warning,True,2024-11-01
307,961,Test Results Ready,Test Results Ready: Please check your patient portal for details.,info,True,2024-10-05
308,553,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2026-01-11
309,219,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2025-07-18
310,561,System Update,System Update: Please check your patient portal for details.,info,False,2025-12-22
311,1065,Lab Results Available,Lab Results Available: Please check your patient portal for details.,reminder,True,2024-08-27
312,556,Payment Due,Payment Due: Please check your patient portal for details.,alert,True,2026-05-06
313,699,Follow-up Required,Follow-up Required: Please check your patient portal for details.,info,False,2023-07-10
314,73,Appointment Reminder,Appointment Reminder: Please check your patient portal for details.,alert,False,2025-04-29
315,290,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2026-01-03
316,1134,Test Results Ready,Test Results Ready: Please check your patient portal for details.,reminder,False,2024-11-12
317,482,Payment Due,Payment Due: Please check your patient portal for details.,warning,False,2025-10-13
318,872,Payment Due,Payment Due: Please check your patient portal for details.,reminder,False,2023-04-04
319,346,Consultation Scheduled,Consultation Scheduled: Please check your patient portal for details.,reminder,False,2023-09-29
320,478,Health Tip,Health Tip: Please check your patient portal for details.,info,False,2024-01-06
321,378,Payment Due,Payment Due: Please check your patient portal for details.,alert,False,2025-11-11
322,635,System Update,System Update: Please check your patient portal for details.,info,False,2023-07-18
323,640,Payment Due,Payment Due: Please check your patient portal for details.,warning,True,2025-04-07
